sample_id,signer_id,symbol,symbol_type,handedness,repetition,hold_start_frame,hold_end_frame,landmark_path,source_video,split
VSL_ALPHA_S08_G_REP04,S08,G,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_G_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_G_REP04.mp4,train
VSL_ALPHA_S08_G_REP05,S08,G,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_G_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_G_REP05.mp4,train
VSL_ALPHA_S08_H_REP01,S08,H,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_H_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_H_REP01.mp4,train
VSL_ALPHA_S08_H_REP02,S08,H,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_H_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_H_REP02.mp4,train
VSL_ALPHA_S08_H_REP03,S08,H,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_H_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_H_REP03.mp4,train
VSL_ALPHA_S08_H_REP04,S08,H,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_H_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_H_REP04.mp4,train
VSL_ALPHA_S08_H_REP05,S08,H,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_H_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_H_REP05.mp4,train
VSL_ALPHA_S08_I_REP01,S08,I,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_I_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_I_REP01.mp4,train
VSL_ALPHA_S08_I_REP02,S08,I,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_I_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_I_REP02.mp4,train
VSL_ALPHA_S08_I_REP03,S08,I,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_I_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_I_REP03.mp4,train
VSL_ALPHA_S08_I_REP04,S08,I,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_I_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_I_REP04.mp4,train
VSL_ALPHA_S08_I_REP05,S08,I,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_I_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_I_REP05.mp4,train
VSL_ALPHA_S08_K_REP01,S08,K,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_K_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_K_REP01.mp4,train
VSL_ALPHA_S08_K_REP02,S08,K,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_K_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_K_REP02.mp4,train
VSL_ALPHA_S08_K_REP03,S08,K,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_K_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_K_REP03.mp4,train
VSL_ALPHA_S08_K_REP04,S08,K,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_K_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_K_REP04.mp4,train
VSL_ALPHA_S08_K_REP05,S08,K,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_K_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_K_REP05.mp4,train
VSL_ALPHA_S08_L_REP01,S08,L,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_L_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_L_REP01.mp4,train
VSL_ALPHA_S08_L_REP02,S08,L,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_L_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_L_REP02.mp4,train
VSL_ALPHA_S08_L_REP03,S08,L,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_L_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_L_REP03.mp4,train
VSL_ALPHA_S08_L_REP04,S08,L,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_L_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_L_REP04.mp4,train
VSL_ALPHA_S08_L_REP05,S08,L,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_L_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_L_REP05.mp4,train
VSL_ALPHA_S08_M_REP01,S08,M,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_M_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_M_REP01.mp4,train
VSL_ALPHA_S08_M_REP02,S08,M,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_M_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_M_REP02.mp4,train
VSL_ALPHA_S08_M_REP03,S08,M,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_M_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_M_REP03.mp4,train
VSL_ALPHA_S08_M_REP04,S08,M,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_M_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_M_REP04.mp4,train
VSL_ALPHA_S08_M_REP05,S08,M,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_M_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_M_REP05.mp4,train
VSL_ALPHA_S08_N_REP01,S08,N,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_N_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_N_REP01.mp4,train
VSL_ALPHA_S08_N_REP02,S08,N,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_N_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_N_REP02.mp4,train
VSL_ALPHA_S08_N_REP03,S08,N,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_N_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_N_REP03.mp4,train
VSL_ALPHA_S08_N_REP04,S08,N,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_N_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_N_REP04.mp4,train
VSL_ALPHA_S08_N_REP05,S08,N,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_N_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_N_REP05.mp4,train
VSL_ALPHA_S08_O_REP01,S08,O,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_O_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_O_REP01.mp4,train
VSL_ALPHA_S08_O_REP02,S08,O,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_O_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_O_REP02.mp4,train
VSL_ALPHA_S08_O_REP03,S08,O,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_O_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_O_REP03.mp4,train
VSL_ALPHA_S08_O_REP04,S08,O,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_O_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_O_REP04.mp4,train
VSL_ALPHA_S08_O_REP05,S08,O,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_O_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_O_REP05.mp4,train
VSL_ALPHA_S08_P_REP01,S08,P,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_P_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_P_REP01.mp4,train
VSL_ALPHA_S08_P_REP02,S08,P,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_P_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_P_REP02.mp4,train
VSL_ALPHA_S08_P_REP03,S08,P,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_P_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_P_REP03.mp4,train
VSL_ALPHA_S08_P_REP04,S08,P,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_P_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_P_REP04.mp4,train
VSL_ALPHA_S08_P_REP05,S08,P,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_P_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_P_REP05.mp4,train
VSL_ALPHA_S08_Q_REP01,S08,Q,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Q_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Q_REP01.mp4,train
VSL_ALPHA_S08_Q_REP02,S08,Q,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Q_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Q_REP02.mp4,train
VSL_ALPHA_S08_Q_REP03,S08,Q,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Q_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Q_REP03.mp4,train
VSL_ALPHA_S08_Q_REP04,S08,Q,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Q_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Q_REP04.mp4,train
VSL_ALPHA_S08_Q_REP05,S08,Q,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Q_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Q_REP05.mp4,train
VSL_ALPHA_S08_R_REP01,S08,R,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_R_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_R_REP01.mp4,train
VSL_ALPHA_S08_R_REP02,S08,R,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_R_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_R_REP02.mp4,train
VSL_ALPHA_S08_R_REP03,S08,R,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_R_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_R_REP03.mp4,train
VSL_ALPHA_S08_R_REP04,S08,R,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_R_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_R_REP04.mp4,train
VSL_ALPHA_S08_R_REP05,S08,R,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_R_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_R_REP05.mp4,train
VSL_ALPHA_S08_S_REP01,S08,S,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_S_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_S_REP01.mp4,train
VSL_ALPHA_S08_S_REP02,S08,S,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_S_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_S_REP02.mp4,train
VSL_ALPHA_S08_S_REP03,S08,S,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_S_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_S_REP03.mp4,train
VSL_ALPHA_S08_S_REP04,S08,S,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_S_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_S_REP04.mp4,train
VSL_ALPHA_S08_S_REP05,S08,S,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_S_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_S_REP05.mp4,train
VSL_ALPHA_S08_T_REP01,S08,T,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_T_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_T_REP01.mp4,train
VSL_ALPHA_S08_T_REP02,S08,T,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_T_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_T_REP02.mp4,train
VSL_ALPHA_S08_T_REP03,S08,T,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_T_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_T_REP03.mp4,train
VSL_ALPHA_S08_T_REP04,S08,T,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_T_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_T_REP04.mp4,train
VSL_ALPHA_S08_T_REP05,S08,T,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_T_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_T_REP05.mp4,train
VSL_ALPHA_S08_U_REP01,S08,U,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_U_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_U_REP01.mp4,train
VSL_ALPHA_S08_U_REP02,S08,U,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_U_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_U_REP02.mp4,train
VSL_ALPHA_S08_U_REP03,S08,U,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_U_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_U_REP03.mp4,train
VSL_ALPHA_S08_U_REP04,S08,U,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_U_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_U_REP04.mp4,train
VSL_ALPHA_S08_U_REP05,S08,U,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_U_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_U_REP05.mp4,train
VSL_ALPHA_S08_V_REP01,S08,V,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_V_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_V_REP01.mp4,train
VSL_ALPHA_S08_V_REP02,S08,V,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_V_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_V_REP02.mp4,train
VSL_ALPHA_S08_V_REP03,S08,V,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_V_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_V_REP03.mp4,train
VSL_ALPHA_S08_V_REP04,S08,V,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_V_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_V_REP04.mp4,train
VSL_ALPHA_S08_V_REP05,S08,V,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_V_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_V_REP05.mp4,train
VSL_ALPHA_S08_X_REP01,S08,X,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_X_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_X_REP01.mp4,train
VSL_ALPHA_S08_X_REP02,S08,X,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_X_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_X_REP02.mp4,train
VSL_ALPHA_S08_X_REP03,S08,X,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_X_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_X_REP03.mp4,train
VSL_ALPHA_S08_X_REP04,S08,X,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_X_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_X_REP04.mp4,train
VSL_ALPHA_S08_X_REP05,S08,X,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_X_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_X_REP05.mp4,train
VSL_ALPHA_S08_Y_REP01,S08,Y,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Y_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Y_REP01.mp4,train
VSL_ALPHA_S08_Y_REP02,S08,Y,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Y_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Y_REP02.mp4,train
VSL_ALPHA_S08_Y_REP03,S08,Y,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Y_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Y_REP03.mp4,train
VSL_ALPHA_S08_Y_REP04,S08,Y,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Y_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Y_REP04.mp4,train
VSL_ALPHA_S08_Y_REP05,S08,Y,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Y_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Y_REP05.mp4,train
VSL_ALPHA_S08_Dau_mu_REP01,S08,Dau_mu,accent,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_mu_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_mu_REP01.mp4,train
VSL_ALPHA_S08_Dau_mu_REP02,S08,Dau_mu,accent,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_mu_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_mu_REP02.mp4,train
VSL_ALPHA_S08_Dau_mu_REP03,S08,Dau_mu,accent,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_mu_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_mu_REP03.mp4,train
VSL_ALPHA_S08_Dau_mu_REP04,S08,Dau_mu,accent,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_mu_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_mu_REP04.mp4,train
VSL_ALPHA_S08_Dau_mu_REP05,S08,Dau_mu,accent,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_mu_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_mu_REP05.mp4,train
VSL_ALPHA_S08_Dau_moc_REP01,S08,Dau_moc,accent,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_moc_REP01.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_moc_REP01.mp4,train
VSL_ALPHA_S08_Dau_moc_REP02,S08,Dau_moc,accent,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_moc_REP02.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_moc_REP02.mp4,train
VSL_ALPHA_S08_Dau_moc_REP03,S08,Dau_moc,accent,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_moc_REP03.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_moc_REP03.mp4,train
VSL_ALPHA_S08_Dau_moc_REP04,S08,Dau_moc,accent,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_moc_REP04.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_moc_REP04.mp4,train
VSL_ALPHA_S08_Dau_moc_REP05,S08,Dau_moc,accent,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S08/VSL_ALPHA_S08_Dau_moc_REP05.npz,data/vsl_alphabet_pilot/videos/S08/VSL_ALPHA_S08_Dau_moc_REP05.mp4,train
VSL_ALPHA_S09_A_REP01,S09,A,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_A_REP01.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_A_REP01.mp4,train
VSL_ALPHA_S09_A_REP02,S09,A,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_A_REP02.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_A_REP02.mp4,train
VSL_ALPHA_S09_A_REP03,S09,A,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_A_REP03.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_A_REP03.mp4,train
VSL_ALPHA_S09_A_REP04,S09,A,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_A_REP04.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_A_REP04.mp4,train
VSL_ALPHA_S09_A_REP05,S09,A,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_A_REP05.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_A_REP05.mp4,train
VSL_ALPHA_S09_B_REP01,S09,B,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_B_REP01.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_B_REP01.mp4,train
VSL_ALPHA_S09_B_REP02,S09,B,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_B_REP02.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_B_REP02.mp4,train
VSL_ALPHA_S09_B_REP03,S09,B,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_B_REP03.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_B_REP03.mp4,train
VSL_ALPHA_S09_B_REP04,S09,B,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_B_REP04.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_B_REP04.mp4,train
VSL_ALPHA_S09_B_REP05,S09,B,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_B_REP05.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_B_REP05.mp4,train
VSL_ALPHA_S09_C_REP01,S09,C,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_C_REP01.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_C_REP01.mp4,train
VSL_ALPHA_S09_C_REP02,S09,C,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_C_REP02.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_C_REP02.mp4,train
VSL_ALPHA_S09_C_REP03,S09,C,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_C_REP03.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_C_REP03.mp4,train
VSL_ALPHA_S09_C_REP04,S09,C,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_C_REP04.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_C_REP04.mp4,train
VSL_ALPHA_S09_C_REP05,S09,C,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S09/VSL_ALPHA_S09_C_REP05.npz,data/vsl_alphabet_pilot/videos/S09/VSL_ALPHA_S09_C_REP05.mp4,train
