video_id,file_name,source,gloss_raw,gloss_normalized,dialect,signer_id,recording_group,width,height,npz_path,split
vslgh_SENT114_S01_R02_F_g02,SENT114_S01_R02_F_g02,vslgh,XUỐNG,xuống,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT114_S01_R02_F_g02.npz,train
vslgh_SENT114_S01_R02_F_g03,SENT114_S01_R02_F_g03,vslgh,CÂN,cân,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT114_S01_R02_F_g03.npz,train
vslgh_SENT114_S01_R03_F_g00,SENT114_S01_R03_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT114_S01_R03_F_g00.npz,train
vslgh_SENT114_S01_R03_F_g01,SENT114_S01_R03_F_g01,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT114_S01_R03_F_g01.npz,train
vslgh_SENT114_S01_R03_F_g02,SENT114_S01_R03_F_g02,vslgh,XUỐNG,xuống,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT114_S01_R03_F_g02.npz,train
vslgh_SENT114_S01_R03_F_g03,SENT114_S01_R03_F_g03,vslgh,CÂN,cân,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT114_S01_R03_F_g03.npz,train
vslgh_SENT114_S02_R01_F_g00,SENT114_S02_R01_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R01_F_g00.npz,train
vslgh_SENT114_S02_R01_F_g01,SENT114_S02_R01_F_g01,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R01_F_g01.npz,train
vslgh_SENT114_S02_R01_F_g02,SENT114_S02_R01_F_g02,vslgh,XUỐNG,xuống,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R01_F_g02.npz,train
vslgh_SENT114_S02_R01_F_g03,SENT114_S02_R01_F_g03,vslgh,CÂN,cân,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R01_F_g03.npz,train
vslgh_SENT114_S02_R02_F_g00,SENT114_S02_R02_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R02_F_g00.npz,train
vslgh_SENT114_S02_R02_F_g01,SENT114_S02_R02_F_g01,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R02_F_g01.npz,train
vslgh_SENT114_S02_R02_F_g02,SENT114_S02_R02_F_g02,vslgh,XUỐNG,xuống,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R02_F_g02.npz,train
vslgh_SENT114_S02_R02_F_g03,SENT114_S02_R02_F_g03,vslgh,CÂN,cân,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R02_F_g03.npz,train
vslgh_SENT114_S02_R03_F_g00,SENT114_S02_R03_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R03_F_g00.npz,train
vslgh_SENT114_S02_R03_F_g01,SENT114_S02_R03_F_g01,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R03_F_g01.npz,train
vslgh_SENT114_S02_R03_F_g02,SENT114_S02_R03_F_g02,vslgh,XUỐNG,xuống,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R03_F_g02.npz,train
vslgh_SENT114_S02_R03_F_g03,SENT114_S02_R03_F_g03,vslgh,CÂN,cân,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT114_S02_R03_F_g03.npz,train
vslgh_SENT114_S03_R01_F_g00,SENT114_S03_R01_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R01_F_g00.npz,train
vslgh_SENT114_S03_R01_F_g01,SENT114_S03_R01_F_g01,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R01_F_g01.npz,train
vslgh_SENT114_S03_R01_F_g02,SENT114_S03_R01_F_g02,vslgh,XUỐNG,xuống,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R01_F_g02.npz,train
vslgh_SENT114_S03_R01_F_g03,SENT114_S03_R01_F_g03,vslgh,CÂN,cân,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R01_F_g03.npz,train
vslgh_SENT114_S03_R02_F_g00,SENT114_S03_R02_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R02_F_g00.npz,train
vslgh_SENT114_S03_R02_F_g01,SENT114_S03_R02_F_g01,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R02_F_g01.npz,train
vslgh_SENT114_S03_R02_F_g02,SENT114_S03_R02_F_g02,vslgh,XUỐNG,xuống,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R02_F_g02.npz,train
vslgh_SENT114_S03_R02_F_g03,SENT114_S03_R02_F_g03,vslgh,CÂN,cân,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R02_F_g03.npz,train
vslgh_SENT114_S03_R03_F_g00,SENT114_S03_R03_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R03_F_g00.npz,train
vslgh_SENT114_S03_R03_F_g01,SENT114_S03_R03_F_g01,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R03_F_g01.npz,train
vslgh_SENT114_S03_R03_F_g02,SENT114_S03_R03_F_g02,vslgh,XUỐNG,xuống,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R03_F_g02.npz,train
vslgh_SENT114_S03_R03_F_g03,SENT114_S03_R03_F_g03,vslgh,CÂN,cân,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT114_S03_R03_F_g03.npz,train
vslgh_SENT114_S04_R01_F_g00,SENT114_S04_R01_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R01_F_g00.npz,train
vslgh_SENT114_S04_R01_F_g01,SENT114_S04_R01_F_g01,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R01_F_g01.npz,train
vslgh_SENT114_S04_R01_F_g02,SENT114_S04_R01_F_g02,vslgh,XUỐNG,xuống,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R01_F_g02.npz,train
vslgh_SENT114_S04_R01_F_g03,SENT114_S04_R01_F_g03,vslgh,CÂN,cân,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R01_F_g03.npz,train
vslgh_SENT114_S04_R02_F_g00,SENT114_S04_R02_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R02_F_g00.npz,train
vslgh_SENT114_S04_R02_F_g01,SENT114_S04_R02_F_g01,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R02_F_g01.npz,train
vslgh_SENT114_S04_R02_F_g02,SENT114_S04_R02_F_g02,vslgh,XUỐNG,xuống,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R02_F_g02.npz,train
vslgh_SENT114_S04_R02_F_g03,SENT114_S04_R02_F_g03,vslgh,CÂN,cân,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R02_F_g03.npz,train
vslgh_SENT114_S04_R03_F_g00,SENT114_S04_R03_F_g00,vslgh,GẦN-ĐÂY,gần đây,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R03_F_g00.npz,train
vslgh_SENT114_S04_R03_F_g01,SENT114_S04_R03_F_g01,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R03_F_g01.npz,train
vslgh_SENT114_S04_R03_F_g02,SENT114_S04_R03_F_g02,vslgh,XUỐNG,xuống,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R03_F_g02.npz,train
vslgh_SENT114_S04_R03_F_g03,SENT114_S04_R03_F_g03,vslgh,CÂN,cân,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT114_S04_R03_F_g03.npz,train
vslgh_SENT115_S01_R01_F_g00,SENT115_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R01_F_g00.npz,train
vslgh_SENT115_S01_R01_F_g01,SENT115_S01_R01_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R01_F_g01.npz,train
vslgh_SENT115_S01_R01_F_g02,SENT115_S01_R01_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R01_F_g02.npz,train
vslgh_SENT115_S01_R02_F_g00,SENT115_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R02_F_g00.npz,train
vslgh_SENT115_S01_R02_F_g01,SENT115_S01_R02_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R02_F_g01.npz,train
vslgh_SENT115_S01_R02_F_g02,SENT115_S01_R02_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R02_F_g02.npz,train
vslgh_SENT115_S01_R03_F_g00,SENT115_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R03_F_g00.npz,train
vslgh_SENT115_S01_R03_F_g01,SENT115_S01_R03_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R03_F_g01.npz,train
vslgh_SENT115_S01_R03_F_g02,SENT115_S01_R03_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT115_S01_R03_F_g02.npz,train
vslgh_SENT115_S02_R01_F_g00,SENT115_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R01_F_g00.npz,train
vslgh_SENT115_S02_R01_F_g01,SENT115_S02_R01_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R01_F_g01.npz,train
vslgh_SENT115_S02_R01_F_g02,SENT115_S02_R01_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R01_F_g02.npz,train
vslgh_SENT115_S02_R02_F_g00,SENT115_S02_R02_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R02_F_g00.npz,train
vslgh_SENT115_S02_R02_F_g01,SENT115_S02_R02_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R02_F_g01.npz,train
vslgh_SENT115_S02_R02_F_g02,SENT115_S02_R02_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R02_F_g02.npz,train
vslgh_SENT115_S02_R03_F_g00,SENT115_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R03_F_g00.npz,train
vslgh_SENT115_S02_R03_F_g01,SENT115_S02_R03_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R03_F_g01.npz,train
vslgh_SENT115_S02_R03_F_g02,SENT115_S02_R03_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT115_S02_R03_F_g02.npz,train
vslgh_SENT115_S03_R01_F_g00,SENT115_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R01_F_g00.npz,train
vslgh_SENT115_S03_R01_F_g01,SENT115_S03_R01_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R01_F_g01.npz,train
vslgh_SENT115_S03_R01_F_g02,SENT115_S03_R01_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R01_F_g02.npz,train
vslgh_SENT115_S03_R02_F_g00,SENT115_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R02_F_g00.npz,train
vslgh_SENT115_S03_R02_F_g01,SENT115_S03_R02_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R02_F_g01.npz,train
vslgh_SENT115_S03_R02_F_g02,SENT115_S03_R02_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R02_F_g02.npz,train
vslgh_SENT115_S03_R03_F_g00,SENT115_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R03_F_g00.npz,train
vslgh_SENT115_S03_R03_F_g01,SENT115_S03_R03_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R03_F_g01.npz,train
vslgh_SENT115_S03_R03_F_g02,SENT115_S03_R03_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT115_S03_R03_F_g02.npz,train
vslgh_SENT115_S04_R01_F_g00,SENT115_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R01_F_g00.npz,train
vslgh_SENT115_S04_R01_F_g01,SENT115_S04_R01_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R01_F_g01.npz,train
vslgh_SENT115_S04_R01_F_g02,SENT115_S04_R01_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R01_F_g02.npz,train
vslgh_SENT115_S04_R02_F_g00,SENT115_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R02_F_g00.npz,train
vslgh_SENT115_S04_R02_F_g01,SENT115_S04_R02_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R02_F_g01.npz,train
vslgh_SENT115_S04_R02_F_g02,SENT115_S04_R02_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R02_F_g02.npz,train
vslgh_SENT115_S04_R03_F_g00,SENT115_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R03_F_g00.npz,train
vslgh_SENT115_S04_R03_F_g01,SENT115_S04_R03_F_g01,vslgh,CẢM-THẤY,cảm thấy,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R03_F_g01.npz,train
vslgh_SENT115_S04_R03_F_g02,SENT115_S04_R03_F_g02,vslgh,THỞ-KHÓ,thở khó,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT115_S04_R03_F_g02.npz,train
vslgh_SENT116_S01_R01_F_g00,SENT116_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R01_F_g00.npz,train
vslgh_SENT116_S01_R01_F_g01,SENT116_S01_R01_F_g01,vslgh,ĐI,đi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R01_F_g01.npz,train
vslgh_SENT116_S01_R01_F_g02,SENT116_S01_R01_F_g02,vslgh,TIỂU,tiểu,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R01_F_g02.npz,train
vslgh_SENT116_S01_R01_F_g03,SENT116_S01_R01_F_g03,vslgh,ĐÊM,đêm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R01_F_g03.npz,train
vslgh_SENT116_S01_R02_F_g00,SENT116_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R02_F_g00.npz,train
vslgh_SENT116_S01_R02_F_g01,SENT116_S01_R02_F_g01,vslgh,ĐI,đi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R02_F_g01.npz,train
vslgh_SENT116_S01_R02_F_g02,SENT116_S01_R02_F_g02,vslgh,TIỂU,tiểu,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R02_F_g02.npz,train
vslgh_SENT116_S01_R02_F_g03,SENT116_S01_R02_F_g03,vslgh,ĐÊM,đêm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R02_F_g03.npz,train
vslgh_SENT116_S01_R03_F_g00,SENT116_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R03_F_g00.npz,train
vslgh_SENT116_S01_R03_F_g01,SENT116_S01_R03_F_g01,vslgh,ĐI,đi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R03_F_g01.npz,train
vslgh_SENT116_S01_R03_F_g02,SENT116_S01_R03_F_g02,vslgh,TIỂU,tiểu,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R03_F_g02.npz,train
vslgh_SENT116_S01_R03_F_g03,SENT116_S01_R03_F_g03,vslgh,ĐÊM,đêm,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT116_S01_R03_F_g03.npz,train
vslgh_SENT116_S02_R01_F_g00,SENT116_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R01_F_g00.npz,train
vslgh_SENT116_S02_R01_F_g01,SENT116_S02_R01_F_g01,vslgh,ĐI,đi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R01_F_g01.npz,train
vslgh_SENT116_S02_R01_F_g02,SENT116_S02_R01_F_g02,vslgh,TIỂU,tiểu,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R01_F_g02.npz,train
vslgh_SENT116_S02_R01_F_g03,SENT116_S02_R01_F_g03,vslgh,ĐÊM,đêm,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R01_F_g03.npz,train
vslgh_SENT116_S02_R02_F_g00,SENT116_S02_R02_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R02_F_g00.npz,train
vslgh_SENT116_S02_R02_F_g01,SENT116_S02_R02_F_g01,vslgh,ĐI,đi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R02_F_g01.npz,train
vslgh_SENT116_S02_R02_F_g02,SENT116_S02_R02_F_g02,vslgh,TIỂU,tiểu,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R02_F_g02.npz,train
vslgh_SENT116_S02_R02_F_g03,SENT116_S02_R02_F_g03,vslgh,ĐÊM,đêm,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R02_F_g03.npz,train
vslgh_SENT116_S02_R03_F_g00,SENT116_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R03_F_g00.npz,train
vslgh_SENT116_S02_R03_F_g01,SENT116_S02_R03_F_g01,vslgh,ĐI,đi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R03_F_g01.npz,train
vslgh_SENT116_S02_R03_F_g02,SENT116_S02_R03_F_g02,vslgh,TIỂU,tiểu,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R03_F_g02.npz,train
vslgh_SENT116_S02_R03_F_g03,SENT116_S02_R03_F_g03,vslgh,ĐÊM,đêm,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT116_S02_R03_F_g03.npz,train
vslgh_SENT116_S03_R01_F_g00,SENT116_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R01_F_g00.npz,train
vslgh_SENT116_S03_R01_F_g01,SENT116_S03_R01_F_g01,vslgh,ĐI,đi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R01_F_g01.npz,train
vslgh_SENT116_S03_R01_F_g02,SENT116_S03_R01_F_g02,vslgh,TIỂU,tiểu,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R01_F_g02.npz,train
vslgh_SENT116_S03_R01_F_g03,SENT116_S03_R01_F_g03,vslgh,ĐÊM,đêm,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R01_F_g03.npz,train
vslgh_SENT116_S03_R02_F_g00,SENT116_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R02_F_g00.npz,train
vslgh_SENT116_S03_R02_F_g01,SENT116_S03_R02_F_g01,vslgh,ĐI,đi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R02_F_g01.npz,train
vslgh_SENT116_S03_R02_F_g02,SENT116_S03_R02_F_g02,vslgh,TIỂU,tiểu,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R02_F_g02.npz,train
vslgh_SENT116_S03_R02_F_g03,SENT116_S03_R02_F_g03,vslgh,ĐÊM,đêm,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R02_F_g03.npz,train
vslgh_SENT116_S03_R03_F_g00,SENT116_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R03_F_g00.npz,train
vslgh_SENT116_S03_R03_F_g01,SENT116_S03_R03_F_g01,vslgh,ĐI,đi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R03_F_g01.npz,train
vslgh_SENT116_S03_R03_F_g02,SENT116_S03_R03_F_g02,vslgh,TIỂU,tiểu,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R03_F_g02.npz,train
vslgh_SENT116_S03_R03_F_g03,SENT116_S03_R03_F_g03,vslgh,ĐÊM,đêm,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT116_S03_R03_F_g03.npz,train
vslgh_SENT116_S04_R01_F_g00,SENT116_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R01_F_g00.npz,train
vslgh_SENT116_S04_R01_F_g01,SENT116_S04_R01_F_g01,vslgh,ĐI,đi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R01_F_g01.npz,train
vslgh_SENT116_S04_R01_F_g02,SENT116_S04_R01_F_g02,vslgh,TIỂU,tiểu,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R01_F_g02.npz,train
vslgh_SENT116_S04_R01_F_g03,SENT116_S04_R01_F_g03,vslgh,ĐÊM,đêm,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R01_F_g03.npz,train
vslgh_SENT116_S04_R02_F_g00,SENT116_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R02_F_g00.npz,train
vslgh_SENT116_S04_R02_F_g01,SENT116_S04_R02_F_g01,vslgh,ĐI,đi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R02_F_g01.npz,train
vslgh_SENT116_S04_R02_F_g02,SENT116_S04_R02_F_g02,vslgh,TIỂU,tiểu,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R02_F_g02.npz,train
vslgh_SENT116_S04_R02_F_g03,SENT116_S04_R02_F_g03,vslgh,ĐÊM,đêm,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R02_F_g03.npz,train
vslgh_SENT116_S04_R03_F_g00,SENT116_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R03_F_g00.npz,train
vslgh_SENT116_S04_R03_F_g01,SENT116_S04_R03_F_g01,vslgh,ĐI,đi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R03_F_g01.npz,train
vslgh_SENT116_S04_R03_F_g02,SENT116_S04_R03_F_g02,vslgh,TIỂU,tiểu,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R03_F_g02.npz,train
vslgh_SENT116_S04_R03_F_g03,SENT116_S04_R03_F_g03,vslgh,ĐÊM,đêm,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT116_S04_R03_F_g03.npz,train
vslgh_SENT117_S01_R01_F_g00,SENT117_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT117_S01_R01_F_g00.npz,train
vslgh_SENT117_S01_R01_F_g01,SENT117_S01_R01_F_g01,vslgh,BỆNH,bệnh,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT117_S01_R01_F_g01.npz,train
vslgh_SENT117_S01_R01_F_g02,SENT117_S01_R01_F_g02,vslgh,TIM,tim,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT117_S01_R01_F_g02.npz,train
vslgh_SENT117_S01_R01_F_g03,SENT117_S01_R01_F_g03,vslgh,TIỀN-SỬ,tiền sử,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT117_S01_R01_F_g03.npz,train
vslgh_SENT117_S01_R01_F_g04,SENT117_S01_R01_F_g04,vslgh,CÓ,có,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT117_S01_R01_F_g04.npz,train
vslgh_SENT117_S01_R02_F_g00,SENT117_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT117_S01_R02_F_g00.npz,train
