gloss,video_count,sample_videos,dialects_represented,avg_frames,avg_fps
gọi,1,W01511.mp4,Neutral / Unspecified,249.0,30.0
gọn gàng,1,W01512.mp4,Neutral / Unspecified,125.0,30.0
gọt bút chì,1,W01515.mp4,Neutral / Unspecified,98.0,30.0
gọt bút chì (cái),1,W01514.mp4,Neutral / Unspecified,127.0,30.0
gỏi/nộm,1,D0378.mp4,Neutral / Unspecified,105.0,30.0
gốm sứ,1,W01517.mp4,Neutral / Unspecified,132.0,30.0
gợi ý,1,W01518.mp4,Neutral / Unspecified,96.0,30.0
gửi,1,W01519.mp4,Neutral / Unspecified,195.0,30.0
gửi quà,1,W01520.mp4,Neutral / Unspecified,116.0,30.0
gửi thư,1,W01522.mp4,Neutral / Unspecified,98.0,30.0
hai là,1,D0147.mp4,Neutral / Unspecified,147.0,30.0
hai phân số bằng nhau,1,W02617.mp4,Neutral / Unspecified,144.0,30.0
hiếu thảo,1,W01593.mp4,Neutral / Unspecified,138.0,30.0
hiện nay,1,W01588.mp4,Neutral / Unspecified,80.0,30.0
hiện đại,1,W01587.mp4,Neutral / Unspecified,117.0,30.0
hiệu (toán học),1,W01595.mp4,Neutral / Unspecified,108.0,30.0
hiệu cầm đồ,1,W01596.mp4,Neutral / Unspecified,109.0,30.0
hiệu thuốc,1,W01594.mp4,Neutral / Unspecified,220.0,30.0
hoa cúc,1,W01620.mp4,Neutral / Unspecified,140.0,30.0
hoa dâm bụt,1,D0482.mp4,Neutral / Unspecified,121.0,30.0
hoa giấy,1,D0481.mp4,Neutral / Unspecified,134.0,30.0
hoa hậu,1,D0467.mp4,Neutral / Unspecified,83.0,30.0
hoa hồng,1,W01622.mp4,Neutral / Unspecified,119.0,30.0
hoa lay ơn,1,W01625.mp4,Neutral / Unspecified,72.0,24.0
hoa mai,1,D0488.mp4,Neutral / Unspecified,137.0,30.0
hoa đào,1,W01621.mp4,Neutral / Unspecified,126.0,30.0
hoan hô,1,W04063.mp4,Neutral / Unspecified,231.0,30.0
hoang mang,1,W01764.mp4,Neutral / Unspecified,80.0,24.0
hoàn thành,1,W01641.mp4,Neutral / Unspecified,158.0,30.0
hoàng hôn,1,W01646.mp4,Neutral / Unspecified,151.0,30.0
hoàng tử,1,W01649.mp4,Neutral / Unspecified,129.0,30.0
hoàng đế,1,W01645.mp4,Neutral / Unspecified,97.0,24.0
hoán vị,1,W01643.mp4,Neutral / Unspecified,174.0,30.0
hoãn,1,D0350.mp4,Neutral / Unspecified,110.0,30.0
hoạt động,1,W01651B.mp4,B (Miền Bắc / North),81.0,30.0
hoảng sợ,1,W01650.mp4,Neutral / Unspecified,131.0,30.0
hung thủ,1,W01712.mp4,Neutral / Unspecified,139.0,30.0
hung ác,1,W01711.mp4,Neutral / Unspecified,121.0,30.0
hung-ga-ri (nước hung-ga-ri),1,W01714.mp4,Neutral / Unspecified,139.0,30.0
huy hiệu,1,W01718.mp4,Neutral / Unspecified,134.0,30.0
huân chương,1,W01710.mp4,Neutral / Unspecified,126.0,30.0
huỷ,1,D0351.mp4,Neutral / Unspecified,82.0,30.0
huỷ diệt,1,W01719.mp4,Neutral / Unspecified,98.0,24.0
hà giang,1,W01526.mp4,Neutral / Unspecified,105.0,30.0
hà lan (nước hà lan),1,W01527.mp4,Neutral / Unspecified,91.0,30.0
hài hước,1,W01532.mp4,Neutral / Unspecified,110.0,30.0
hài lòng,1,D0199.mp4,Neutral / Unspecified,148.0,30.0
hàm răng,1,W01536.mp4,Neutral / Unspecified,108.0,30.0
hàng chục,1,W01539.mp4,Neutral / Unspecified,114.0,30.0
hàng chục nghìn,1,W01540.mp4,Neutral / Unspecified,99.0,30.0
hàng chục triệu,1,W01541.mp4,Neutral / Unspecified,94.0,30.0
hàng dọc,1,W01542.mp4,Neutral / Unspecified,111.0,30.0
hàng ngang,1,W01545.mp4,Neutral / Unspecified,103.0,30.0
hàng nghìn,1,W01546.mp4,Neutral / Unspecified,105.0,30.0
hàng triệu,1,W01550.mp4,Neutral / Unspecified,100.0,30.0
hàng trăm,1,W01547.mp4,Neutral / Unspecified,91.0,30.0
hàng trăm nghìn,1,W01548.mp4,Neutral / Unspecified,94.0,30.0
hàng xóm,1,W01552.mp4,Neutral / Unspecified,97.0,30.0
hàng đơn vị,1,W01543.mp4,Neutral / Unspecified,86.0,30.0
hành lang,1,W01556.mp4,Neutral / Unspecified,90.0,30.0
hành tinh,1,W01558.mp4,Neutral / Unspecified,145.0,30.0
hành vi,1,W01559.mp4,Neutral / Unspecified,101.0,30.0
hành động,1,W01554.mp4,Neutral / Unspecified,96.0,30.0
háo hức,1,D0262.mp4,Neutral / Unspecified,134.0,30.0
hát ru,1,W01560.mp4,Neutral / Unspecified,105.0,30.0
hãng máy bay,1,W00122.mp4,Neutral / Unspecified,100.0,30.0
hãng tàu thuyền,1,W00142.mp4,Neutral / Unspecified,93.0,24.0
hãng xe máy,1,W00125.mp4,Neutral / Unspecified,74.0,24.0
hãng ô tô,1,W04072.mp4,Neutral / Unspecified,71.0,24.0
héc-ta (ha),1,W01575B.mp4,B (Miền Bắc / North),99.0,30.0
héo,1,W01579.mp4,Neutral / Unspecified,111.0,30.0
hét (giống la),1,W01580.mp4,Neutral / Unspecified,71.0,30.0
hên/gặp may,1,D0266.mp4,Neutral / Unspecified,110.0,30.0
hình,1,W01599.mp4,Neutral / Unspecified,95.0,30.0
hình bình hành,1,W01600.mp4,Neutral / Unspecified,102.0,30.0
hình chiếu,1,W01602.mp4,Neutral / Unspecified,89.0,30.0
hình cầu,1,W01601.mp4,Neutral / Unspecified,108.0,30.0
hình dáng,1,W01603.mp4,Neutral / Unspecified,82.0,30.0
hình elip,1,W01604.mp4,Neutral / Unspecified,94.0,30.0
hình học,1,W01605.mp4,Neutral / Unspecified,116.0,30.0
hình hộp chữ nhật,1,W01606.mp4,Neutral / Unspecified,117.0,30.0
hình lập phương,1,W01608.mp4,Neutral / Unspecified,113.0,30.0
hình phạt,1,W01610.mp4,Neutral / Unspecified,144.0,30.0
hình thang,1,W01612.mp4,Neutral / Unspecified,114.0,30.0
hình trụ,1,W01616.mp4,Neutral / Unspecified,151.0,30.0
hình tứ giác,1,W01617.mp4,Neutral / Unspecified,150.0,30.0
hình vuông,1,W03908.mp4,Neutral / Unspecified,120.0,30.0
hình vẽ,1,W01618.mp4,Neutral / Unspecified,127.0,30.0
hòa bình,1,W01634.mp4,Neutral / Unspecified,144.0,30.0
hòa nhập,1,W01637.mp4,Neutral / Unspecified,136.0,30.0
hòn bi (giống viên bi),1,W01674B.mp4,B (Miền Bắc / North),97.0,30.0
hòn đá,1,W01661.mp4,Neutral / Unspecified,130.0,30.0
hóa đơn,1,W00258.mp4,Neutral / Unspecified,142.0,30.0
hói đầu,1,D0021.mp4,Neutral / Unspecified,120.0,30.0
hót,1,W01678.mp4,Neutral / Unspecified,126.0,30.0
hót rác,1,W01662.mp4,Neutral / Unspecified,125.0,30.0
hót rác (cái hót rác),1,W01679.mp4,Neutral / Unspecified,117.0,30.0
hôi,1,D0173.mp4,Neutral / Unspecified,167.0,30.0
hôn,1,W01700.mp4,Neutral / Unspecified,121.0,30.0
hùng vĩ,1,D0240.mp4,Neutral / Unspecified,198.0,30.0
hùng vương,1,W01715.mp4,Neutral / Unspecified,116.0,30.0
hú vía,1,D0070.mp4,Neutral / Unspecified,113.0,30.0
hút nước,1,W01716.mp4,Neutral / Unspecified,106.0,30.0
hút thuốc lá,1,W01717.mp4,Neutral / Unspecified,121.0,30.0
hăm dọa,1,W01050.mp4,Neutral / Unspecified,257.0,30.0
hăng hái,1,W01569.mp4,Neutral / Unspecified,84.0,30.0
hơi nước,1,W01706.mp4,Neutral / Unspecified,167.0,30.0
hưng yên,1,W01723.mp4,Neutral / Unspecified,116.0,30.0
hướng dẫn,1,W01724.mp4,Neutral / Unspecified,111.0,30.0
hạ long,1,W01530.mp4,Neutral / Unspecified,220.0,30.0
hạn hán,1,W01537.mp4,Neutral / Unspecified,101.0,30.0
hạt,1,W01562.mp4,Neutral / Unspecified,108.0,30.0
hạt cườm,1,W01563.mp4,Neutral / Unspecified,123.0,30.0
hạt lúa,1,W01567.mp4,Neutral / Unspecified,107.0,30.0
hạt lạc,1,W01566.mp4,Neutral / Unspecified,101.0,30.0
hạt tiêu,1,W01568.mp4,Neutral / Unspecified,106.0,30.0
hải dương,1,W01533.mp4,Neutral / Unspecified,89.0,30.0
hải sản,1,D0388.mp4,Neutral / Unspecified,127.0,30.0
hải đảo,1,W01534.mp4,Neutral / Unspecified,111.0,30.0
hấp,1,D0380.mp4,Neutral / Unspecified,114.0,30.0
hấp dẫn,1,D0017.mp4,Neutral / Unspecified,115.0,30.0
hậu giang,1,W01572.mp4,Neutral / Unspecified,108.0,30.0
hậu quả,1,W01573.mp4,Neutral / Unspecified,136.0,30.0
hắt hơi,1,W01571.mp4,Neutral / Unspecified,116.0,30.0
hằng đẳng thức,1,W01570.mp4,Neutral / Unspecified,103.0,30.0
hệ bài tiết,1,W00076.mp4,Neutral / Unspecified,151.0,30.0
họ (2 người) (đại từ),1,D0136.mp4,Neutral / Unspecified,128.0,30.0
họ (đại từ),1,D0137.mp4,Neutral / Unspecified,120.0,30.0
họa sỹ,1,W01638.mp4,Neutral / Unspecified,221.0,59.9
học bổng,1,W01665.mp4,Neutral / Unspecified,123.0,30.0
học giỏi,1,W01656.mp4,Neutral / Unspecified,130.0,30.0
học kém,1,W01666.mp4,Neutral / Unspecified,152.0,30.0
học nhóm,1,W01668.mp4,Neutral / Unspecified,112.0,30.0
học phí,1,W01669.mp4,Neutral / Unspecified,112.0,30.0
học sinh miền nam,1,W01658.mp4,Neutral / Unspecified,163.0,30.0
học trung bình,1,W01659.mp4,Neutral / Unspecified,125.0,30.0
học trò,1,W01671.mp4,Neutral / Unspecified,118.0,30.0
học tập,1,W01670.mp4,Neutral / Unspecified,120.0,30.0
họng,1,W01676.mp4,Neutral / Unspecified,134.0,30.0
hỏi han,1,W01660.mp4,Neutral / Unspecified,124.0,30.0
hỏi thăm,1,W01673B.mp4,B (Miền Bắc / North),101.0,30.0
hối lộ,1,W01693.mp4,Neutral / Unspecified,138.0,30.0
hốt hoảng,1,D0236.mp4,Neutral / Unspecified,114.0,30.0
hồ chí minh,1,W01681.mp4,Neutral / Unspecified,113.0,30.0
hồ dán,1,W01682.mp4,Neutral / Unspecified,123.0,30.0
hồ hoàn kiếm,1,W01684.mp4,Neutral / Unspecified,140.0,30.0
hồ nước,1,W01686.mp4,Neutral / Unspecified,132.0,30.0
hỗn số,1,W01701.mp4,Neutral / Unspecified,115.0,30.0
hội chứng đao - down,1,D0367.mp4,Neutral / Unspecified,109.0,30.0
hội nghị,1,W01695B.mp4,B (Miền Bắc / North),100.0,30.0
hội thoại,1,D0295.mp4,Neutral / Unspecified,108.0,30.0
hội trường,1,W01698.mp4,Neutral / Unspecified,122.0,30.0
hộp,1,W01702.mp4,Neutral / Unspecified,114.0,30.0
hộp bút,1,W01703.mp4,Neutral / Unspecified,108.0,30.0
hộp sữa,1,W01704.mp4,Neutral / Unspecified,128.0,30.0
hợp lí,1,W01708.mp4,Neutral / Unspecified,134.0,30.0
hợp tác,1,W01709.mp4,Neutral / Unspecified,98.0,30.0
hữu nghị,1,D0217.mp4,Neutral / Unspecified,98.0,30.0
i,1,D0501.mp4,Neutral / Unspecified,60.0,24.0
i-rắc (nước i-rắc),1,W01726.mp4,Neutral / Unspecified,113.0,30.0
in (ấn),1,W01728B.mp4,B (Miền Bắc / North),112.0,30.0
internet,1,D0484.mp4,Neutral / Unspecified,127.0,30.0
italia (nước italia),1,W01733.mp4,Neutral / Unspecified,102.0,30.0
j,1,D0522.mp4,Neutral / Unspecified,80.0,24.0
k,1,D0502.mp4,Neutral / Unspecified,65.0,24.0
keo kiệt,1,W01739.mp4,Neutral / Unspecified,101.0,30.0
khai mạc,1,W01766.mp4,Neutral / Unspecified,121.0,30.0
khe cửa,1,W01787.mp4,Neutral / Unspecified,110.0,30.0
khe núi,1,W01788.mp4,Neutral / Unspecified,123.0,30.0
khen,1,W01789.mp4,Neutral / Unspecified,108.0,30.0
khen tặng,1,W01791.mp4,Neutral / Unspecified,100.0,30.0
khiêm tốn,1,W01796.mp4,Neutral / Unspecified,129.0,30.0
khiêng,1,W01800.mp4,Neutral / Unspecified,133.0,30.0
khoa học,1,W01804.mp4,Neutral / Unspecified,122.0,30.0
khoan,1,W01815.mp4,Neutral / Unspecified,102.0,30.0
khoan (cái khoan),1,W01808.mp4,Neutral / Unspecified,102.0,30.0
khoan (khoan đã),1,W02217.mp4,Neutral / Unspecified,88.0,30.0
khoang tàu,1,W01816.mp4,Neutral / Unspecified,258.0,30.0
khoanh tay,1,W01820.mp4,Neutral / Unspecified,130.0,30.0
khoe,1,W01822.mp4,Neutral / Unspecified,101.0,30.0
khoá (cái khóa),1,W01810.mp4,Neutral / Unspecified,133.0,30.0
khoác tay,1,W01814.mp4,Neutral / Unspecified,135.0,30.0
khoác vai,1,W01807.mp4,Neutral / Unspecified,101.0,30.0
khoác áo,1,W01813.mp4,Neutral / Unspecified,136.0,30.0
khoáng sản,1,D0305.mp4,Neutral / Unspecified,111.0,30.0
khoảng cách,1,W01809.mp4,Neutral / Unspecified,108.0,30.0
khoẻ mạnh,1,W01823.mp4,Neutral / Unspecified,131.0,30.0
khu rừng,1,W01849.mp4,Neutral / Unspecified,131.0,30.0
khu vườn,1,W01851.mp4,Neutral / Unspecified,108.0,30.0
khu vực cách ly,1,D0474.mp4,Neutral / Unspecified,142.0,30.0
khung cửa số,1,W01856.mp4,Neutral / Unspecified,129.0,30.0
khung thành,1,W01857.mp4,Neutral / Unspecified,137.0,30.0
khuy,1,W01859.mp4,Neutral / Unspecified,120.0,30.0
khuyên tai,1,W01860.mp4,Neutral / Unspecified,102.0,30.0
khuyến khích,1,D0030.mp4,Neutral / Unspecified,134.0,30.0
khuôn hình,1,W01858.mp4,Neutral / Unspecified,110.0,30.0
khác,1,W01757.mp4,Neutral / Unspecified,109.0,30.0
khách,1,W01758.mp4,Neutral / Unspecified,88.0,30.0
khách mời,1,W01759.mp4,Neutral / Unspecified,112.0,30.0
khách sạn,1,W01760.mp4,Neutral / Unspecified,119.0,30.0
khách vip,1,W01761.mp4,Neutral / Unspecified,109.0,30.0
khám bệnh,1,W01767.mp4,Neutral / Unspecified,94.0,30.0
khám phá,1,W01768.mp4,Neutral / Unspecified,102.0,30.0
kháng cự,1,W01770.mp4,Neutral / Unspecified,89.0,24.0
kháng sinh,1,W01771.mp4,Neutral / Unspecified,94.0,30.0
khánh hòa,1,W01772.mp4,Neutral / Unspecified,118.0,30.0
khát nước,1,W01774.mp4,Neutral / Unspecified,98.0,30.0
khát vọng,1,W01775.mp4,Neutral / Unspecified,119.0,30.0
kháu khỉnh,1,D0280.mp4,Neutral / Unspecified,119.0,30.0
khâm phục,1,W01783.mp4,Neutral / Unspecified,121.0,30.0
khâu vá,1,W01784.mp4,Neutral / Unspecified,119.0,30.0
khéo,1,W01792.mp4,Neutral / Unspecified,96.0,30.0
khép cửa,1,W01793.mp4,Neutral / Unspecified,105.0,30.0
khí cầu,1,W01794.mp4,Neutral / Unspecified,132.0,30.0
khó tiêu,1,W00562.mp4,Neutral / Unspecified,99.0,24.0
khóa cửa,1,W01811.mp4,Neutral / Unspecified,205.0,30.0
khóa quần,1,W01806.mp4,Neutral / Unspecified,114.0,30.0
khóc,1,W01821.mp4,Neutral / Unspecified,136.0,30.0
khói,1,W01825.mp4,Neutral / Unspecified,130.0,30.0
khóm dứa,1,W01826.mp4,Neutral / Unspecified,165.0,30.0
khô héo,1,W01828.mp4,Neutral / Unspecified,132.0,30.0
không bình đẳng,1,D0323.mp4,Neutral / Unspecified,92.0,30.0
không có,1,D0112.mp4,Neutral / Unspecified,207.0,30.0
không có chi,1,D0113.mp4,Neutral / Unspecified,125.0,30.0
không cần,1,D0034.mp4,Neutral / Unspecified,104.0,30.0
không gian,1,W01833.mp4,Neutral / Unspecified,162.0,30.0
không khí,1,W01841.mp4,Neutral / Unspecified,114.0,30.0
không ngon,1,D0198.mp4,Neutral / Unspecified,70.0,30.0
không thẳng hàng,1,W01834.mp4,Neutral / Unspecified,277.0,30.0
khúc khuỷu,1,W01854.mp4,Neutral / Unspecified,143.0,30.0
khăn mặt,1,W01777.mp4,Neutral / Unspecified,110.0,30.0
khăn quàng,1,W01779.mp4,Neutral / Unspecified,98.0,30.0
khăn quàng đỏ,1,W01780.mp4,Neutral / Unspecified,105.0,30.0
khả năng,1,D0096.mp4,Neutral / Unspecified,131.0,30.0
khẩu hiệu,1,W01785.mp4,Neutral / Unspecified,99.0,30.0
khẩu trang,1,W01786.mp4,Neutral / Unspecified,115.0,30.0
khắc phục,1,W01776.mp4,Neutral / Unspecified,122.0,30.0
khố,1,W01836.mp4,Neutral / Unspecified,224.0,30.0
khối lượng,1,W01832.mp4,Neutral / Unspecified,108.0,24.0
khổ công,1,D0208.mp4,Neutral / Unspecified,129.0,30.0
khổ thơ,1,W01829.mp4,Neutral / Unspecified,182.0,30.0
khổng lồ,1,W01835.mp4,Neutral / Unspecified,110.0,30.0
khớp xương,1,W01847.mp4,Neutral / Unspecified,109.0,30.0
khờ dại,1,D0100.mp4,Neutral / Unspecified,137.0,30.0
khởi nghiệp,1,D0325.mp4,Neutral / Unspecified,102.0,30.0
ki-lô-gam,1,W01864.mp4,Neutral / Unspecified,113.0,30.0
ki-lô-mét (km),1,W01869.mp4,Neutral / Unspecified,110.0,30.0
ki-lô-mét vuông (km2),1,W01865.mp4,Neutral / Unspecified,99.0,30.0
kia,1,D0124.mp4,Neutral / Unspecified,96.0,30.0
kim,1,W01890.mp4,Neutral / Unspecified,126.0,30.0
kim cương,1,D0321.mp4,Neutral / Unspecified,106.0,30.0
kim đồng,1,D0479.mp4,Neutral / Unspecified,121.0,30.0
kinh ngạc,1,W01897.mp4,Neutral / Unspecified,116.0,30.0
kiên giang,1,W01881.mp4,Neutral / Unspecified,129.0,30.0
kiên quyết,1,W01882.mp4,Neutral / Unspecified,141.0,30.0
kiên trì (giống: kiên nhẫn),1,W01883.mp4,Neutral / Unspecified,102.0,30.0
"kiêu (kiêu căng, kiêu xa)",1,W01888.mp4,Neutral / Unspecified,112.0,30.0
kiếm (cái kiếm),1,W01879.mp4,Neutral / Unspecified,117.0,30.0
kiến thức,1,W01885.mp4,Neutral / Unspecified,107.0,30.0
kiến trúc,1,W01886.mp4,Neutral / Unspecified,111.0,30.0
kiến trúc sư,1,W01887.mp4,Neutral / Unspecified,114.0,30.0
kon tum,1,W01908.mp4,Neutral / Unspecified,103.0,30.0
kèn,1,W01735.mp4,Neutral / Unspecified,119.0,30.0
kéo,1,W01740.mp4,Neutral / Unspecified,93.0,30.0
kéo co,1,D0294.mp4,Neutral / Unspecified,99.0,30.0
kêu,1,W01755.mp4,Neutral / Unspecified,94.0,30.0
kêu gọi,1,W01756.mp4,Neutral / Unspecified,202.0,30.0
kì diệu,1,W01861.mp4,Neutral / Unspecified,113.0,30.0
kì lạ,1,W01862.mp4,Neutral / Unspecified,105.0,30.0
kí duyệt,1,W01863.mp4,Neutral / Unspecified,105.0,30.0
kí hiệu,1,W01867.mp4,Neutral / Unspecified,134.0,30.0
kính,1,W01900.mp4,Neutral / Unspecified,113.0,30.0
kính hiển vi,1,W01902.mp4,Neutral / Unspecified,140.0,30.0
kính lão,1,W01903.mp4,Neutral / Unspecified,118.0,30.0
kính lúp,1,W01904.mp4,Neutral / Unspecified,147.0,30.0
kính trọng,1,W01906.mp4,Neutral / Unspecified,142.0,30.0
kẹp,1,W01744.mp4,Neutral / Unspecified,97.0,30.0
kẹt xe/tắc đường,1,D0185.mp4,Neutral / Unspecified,101.0,30.0
kẻ cắp,1,W01734.mp4,Neutral / Unspecified,106.0,30.0
kẻ thù,1,W01737.mp4,Neutral / Unspecified,134.0,30.0
kết bạn,1,W01750.mp4,Neutral / Unspecified,99.0,30.0
kết hợp,1,W01751.mp4,Neutral / Unspecified,97.0,30.0
kết luận,1,D0483.mp4,Neutral / Unspecified,131.0,30.0
kể chuyện,1,W01746.mp4,Neutral / Unspecified,107.0,30.0
kỉ luật,1,W01871.mp4,Neutral / Unspecified,116.0,30.0
kịch,1,W01035.mp4,Neutral / Unspecified,101.0,30.0
kịch bản,1,W01876.mp4,Neutral / Unspecified,128.0,30.0
kịch câm,1,W01036.mp4,Neutral / Unspecified,75.0,24.0
kịp thời,1,D0068.mp4,Neutral / Unspecified,116.0,30.0
kỹ năng,1,D0097.mp4,Neutral / Unspecified,116.0,30.0
l,1,D0503.mp4,Neutral / Unspecified,67.0,24.0
la bàn,1,W01909.mp4,Neutral / Unspecified,125.0,30.0
la hét,1,W01910.mp4,Neutral / Unspecified,130.0,30.0
lang thang,1,W01930.mp4,Neutral / Unspecified,113.0,30.0
lao phổi,1,W01944.mp4,Neutral / Unspecified,132.0,30.0
lau chùi,1,W01948.mp4,Neutral / Unspecified,112.0,30.0
lau khô,1,W01949.mp4,Neutral / Unspecified,133.0,30.0
lau miệng,1,D0228.mp4,Neutral / Unspecified,126.0,30.0
lau nhà,1,W01950.mp4,Neutral / Unspecified,120.0,30.0
leo trèo,1,W01973.mp4,Neutral / Unspecified,116.0,30.0
linh hồn,1,W02010.mp4,Neutral / Unspecified,125.0,30.0
liên kết,1,W01999.mp4,Neutral / Unspecified,152.0,30.0
liên tục,1,W02002.mp4,Neutral / Unspecified,105.0,30.0
liền sau,1,W02003.mp4,Neutral / Unspecified,110.0,30.0
liền trước,1,W02004.mp4,Neutral / Unspecified,119.0,30.0
liều lĩnh,1,W02006.mp4,Neutral / Unspecified,114.0,30.0
liều mình,1,W02008.mp4,Neutral / Unspecified,132.0,30.0
liệt (liệt tay chân),1,W02005.mp4,Neutral / Unspecified,95.0,30.0
lo sợ,1,W02016.mp4,Neutral / Unspecified,108.0,30.0
loa,1,W02021.mp4,Neutral / Unspecified,98.0,30.0
lon bia,1,W02026.mp4,Neutral / Unspecified,100.0,30.0
long an,1,W02027.mp4,Neutral / Unspecified,121.0,30.0
long lanh (mắt),1,D0269.mp4,Neutral / Unspecified,130.0,30.0
long vương,1,D0225.mp4,Neutral / Unspecified,137.0,30.0
loạn thị,1,W02025.mp4,Neutral / Unspecified,98.0,30.0
luyện tập,1,W02074.mp4,Neutral / Unspecified,126.0,30.0
luyện từ và câu,1,W02075.mp4,Neutral / Unspecified,119.0,30.0
luật lệ,1,W02065.mp4,Neutral / Unspecified,111.0,30.0
luộc,1,D0375.mp4,Neutral / Unspecified,89.0,30.0
luộc rau,1,D0455.mp4,Neutral / Unspecified,156.0,30.0
làm quen,1,W01925B.mp4,B (Miền Bắc / North),80.0,30.0
làm ruộng,1,W01926.mp4,Neutral / Unspecified,98.0,30.0
làm việc,1,W01928.mp4,Neutral / Unspecified,97.0,30.0
làm được,1,D0438.mp4,Neutral / Unspecified,100.0,30.0
làn sóng,1,W01932.mp4,Neutral / Unspecified,113.0,30.0
làng gốm bát tràng,1,W00173.mp4,Neutral / Unspecified,131.0,30.0
làng xóm,1,W01939.mp4,Neutral / Unspecified,140.0,30.0
lá thư,1,W01913.mp4,Neutral / Unspecified,130.0,30.0
lâm đồng,1,W01961.mp4,Neutral / Unspecified,129.0,30.0
lây bệnh,1,W01966.mp4,Neutral / Unspecified,105.0,30.0
lây nhiễm,1,W01967.mp4,Neutral / Unspecified,101.0,30.0
lãng phí,1,D0314.mp4,Neutral / Unspecified,108.0,30.0
lãnh đạo,1,W01942.mp4,Neutral / Unspecified,144.0,30.0
lão già,1,W01947.mp4,Neutral / Unspecified,129.0,30.0
lên ngôi,1,W01987.mp4,Neutral / Unspecified,119.0,30.0
lên xe,1,W01989.mp4,Neutral / Unspecified,129.0,30.0
lên đường,1,W01986.mp4,Neutral / Unspecified,76.0,30.0
lí do,1,W01992.mp4,Neutral / Unspecified,110.0,30.0
lò xo,1,W02018.mp4,Neutral / Unspecified,130.0,30.0
lông,1,W02039.mp4,Neutral / Unspecified,116.0,30.0
lông gà,1,W02040.mp4,Neutral / Unspecified,120.0,30.0
lùi bước,1,W02070.mp4,Neutral / Unspecified,122.0,30.0
lúa,1,W02060.mp4,Neutral / Unspecified,114.0,30.0
lúng túng,1,W02071.mp4,Neutral / Unspecified,126.0,30.0
lý do,1,D0296.mp4,Neutral / Unspecified,89.0,30.0
lăng bác hồ,1,W01953.mp4,Neutral / Unspecified,127.0,30.0
lĩnh hội,1,W02011.mp4,Neutral / Unspecified,125.0,30.0
lũ quét,1,W02059.mp4,Neutral / Unspecified,124.0,30.0
lũy tre,1,W02073.mp4,Neutral / Unspecified,122.0,30.0
lơ lửng,1,W02046.mp4,Neutral / Unspecified,125.0,30.0
lưu,1,W00155.mp4,Neutral / Unspecified,72.0,24.0
lưu ý,1,W02098.mp4,Neutral / Unspecified,142.0,30.0
lương thực,1,W02090.mp4,Neutral / Unspecified,118.0,30.0
lưới,1,W02083.mp4,Neutral / Unspecified,121.0,30.0
lướt ván,1,W02091.mp4,Neutral / Unspecified,130.0,30.0
lưỡi,1,W02080.mp4,Neutral / Unspecified,115.0,30.0
lưỡi câu,1,W02081.mp4,Neutral / Unspecified,286.0,30.0
lược,1,W02077.mp4,Neutral / Unspecified,91.0,30.0
lượt về (trong thể thao),1,D0328.mp4,Neutral / Unspecified,119.0,30.0
lượt đi,1,D0327.mp4,Neutral / Unspecified,109.0,30.0
lạc long quân,1,W01914.mp4,Neutral / Unspecified,107.0,30.0
lạc quan,1,W01915.mp4,Neutral / Unspecified,138.0,30.0
lạng sơn,1,W01940.mp4,Neutral / Unspecified,182.0,30.0
lấm lem,1,D0341.mp4,Neutral / Unspecified,109.0,30.0
lấy,1,W01970.mp4,Neutral / Unspecified,106.0,30.0
lầu (tầng),1,W01964.mp4,Neutral / Unspecified,119.0,30.0
lẩu,1,D0377.mp4,Neutral / Unspecified,106.0,30.0
lẫn lộn,1,W01962.mp4,Neutral / Unspecified,106.0,30.0
lắc đầu,1,W01951.mp4,Neutral / Unspecified,102.0,30.0
lắng nghe,1,W01955.mp4,Neutral / Unspecified,102.0,30.0
lắp ráp,1,W01960.mp4,Neutral / Unspecified,125.0,30.0
lặn,1,W01956.mp4,Neutral / Unspecified,143.0,30.0
lặng lẽ,1,W01957.mp4,Neutral / Unspecified,155.0,30.0
lều trại,1,W01991.mp4,Neutral / Unspecified,126.0,30.0
lễ phép,1,W01983.mp4,Neutral / Unspecified,108.0,30.0
lễ vật,1,W01984.mp4,Neutral / Unspecified,98.0,30.0
lọ hoa,1,W02019.mp4,Neutral / Unspecified,144.0,30.0
lọ mực,1,W02020.mp4,Neutral / Unspecified,85.0,30.0
lọng,1,W02032.mp4,Neutral / Unspecified,132.0,30.0
lốc xoáy,1,D0431.mp4,Neutral / Unspecified,121.0,30.0
lối đi,1,W02037.mp4,Neutral / Unspecified,111.0,30.0
lồng bàn,1,W02041.mp4,Neutral / Unspecified,116.0,30.0
lồng chim,1,W02042.mp4,Neutral / Unspecified,129.0,30.0
lồng tiếng,1,W02043.mp4,Neutral / Unspecified,223.0,30.0
lỗi chính tả,1,W02035.mp4,Neutral / Unspecified,126.0,30.0
lỗi lầm,1,W02036.mp4,Neutral / Unspecified,114.0,30.0
lớn hơn 1 (toán học),1,D0297.mp4,Neutral / Unspecified,113.0,30.0
lớn hơn 2 (toán học),1,D0298.mp4,Neutral / Unspecified,85.0,30.0
lớp,1,W02052.mp4,Neutral / Unspecified,115.0,30.0
lớp phó,1,W02055.mp4,Neutral / Unspecified,113.0,30.0
lớp trưởng,1,W02057.mp4,Neutral / Unspecified,107.0,30.0
lời giải,1,W02047.mp4,Neutral / Unspecified,102.0,30.0
